Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 486.1nm F,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 486.1nm F
1100, GC03-066058, Hoya Corp. (J),     , BaCD6-614-564, *, *, *, , , *, , , , *, , , , , , , , 1.621
1101, GC03-066059, Hoya Corp. (J),     , BaCD7-607-595, *, *, *, , , *, , , , *, , , , , , , , 1.614
1102, GC03-066060, Hoya Corp. (J), , BaCD8-611-558, *, *, *, , , *, , , , *, , , , , , , , 1.619
1103, GC03-066061, Hoya Corp. (J),     , BaCD9-614-551, *, *, *, , , *, , , , *, , , , , , , , 1.622
1104, GC03-066062, Hoya Corp. (J),     , BaCD10-623-569, *, *, *, , , *, , , , *, , , , , , , , 1.63
1105, GC03-066063, Hoya Corp. (J),     , BaCD11-564-608, *, *, *, , , *, , , , *, , , , , , , , 1.57
1106, GC03-066064, Hoya Corp. (J), , BaCD12-583-595, *, *, *, , , *, , , , *, , , , , , , , 1.59
1107, GC03-066065, Hoya Corp. (J), , BaCD13-592-583, *, *, *, , , *, , , , *, , , , , , , , 1.599
1108, GC03-066066, Hoya Corp. (J),     , BaCD14-603-607, *, *, *, , , *, , , , *, , , , , , , , 1.61
1109, GC03-066067, Hoya Corp. (J),     , BaCD15-623-581, *, *, *, , , *, , , , *, , , , , , , , 1.63
1110, GC03-066068, Hoya Corp. (J), , BaCD16-620-603, *, *, *, , , *, , , , *, , , , , , , , 1.628
1111, GC03-066069, Hoya Corp. (J),     , BaCD18-639-555, *, *, *, , , *, , , , *, , , , , , , , 1.647
1112, GC03-066070, Hoya Corp. (J), , BaCD50-607-550, *, *, *, , , *, , , , *, , , , , , , , 1.615
1113, GC03-066071, Hoya Corp. (J),     , BaCED1-617-539, *, *, *, , , *, , , , *, , *, , , , , , 1.625
1114, GC03-066072, Hoya Corp. (J),     , BaCED2-622-531, *, *, *, , , *, , , , *, , *, , , , , , 1.63
1115, GC03-066073, Hoya Corp. (J),     , BaCED3-615-512, *, *, *, , , *, , , , *, , *, , , , , , 1.623
1116, GC03-066074, Hoya Corp. (J),     , BaCED4-618-552, *, *, *, , , *, , , , *, , *, , , , , , 1.625
1117, GC03-066075, Hoya Corp. (J), , BaCED5-658-509, *, *, *, , , *, , , , *, , *, , , , , , 1.667
1118, GC03-066076, Hoya Corp. (J),     , BaCED9-620-498, *, *, *, , , *, , , , *, , *, , , , , , 1.629
1119, GC03-066077, Hoya Corp. (J), , BaCED20-649530, *, *, *, , , *, , , , *, , *, , , , , , 1.657
1120, GC05-066088, Hoya Corp. (J),     , LaC6-643-580, *, *, , , *, , , , , , , , *, , , *, , 1.65
1121, GC05-066089, Hoya Corp. (J),     , LaC7-652-584, *, *, , , *, , , , , , , , *, , , *, , 1.659
1122, GC05-066090, Hoya Corp. (J),     , LaC8-713-539, *, *, , , *, , , , , , , , *, , , *, , 1.722
1123, GC05-066091, Hoya Corp. (J),     , LaC9-691-547, *, *, , , *, , , , , , , , *, , , *, , 1.7
1124, GC05-066092, Hoya Corp. (J),     , LaC10-720-503, *, *, , , *, , , , , , , , *, , , *, , 1.73
1125, GC05-066093, Hoya Corp. (J), , LaC11-658-573, *, *, , , *, , , , , , , , *, , , *, , 1.666
1126, GC05-066094, Hoya Corp. (J),     , LaC12-678-555, *, *, , , *, , , , , , , , *, , , *, , 1.686
1127, GC05-066095, Hoya Corp. (J), , LaC13-694-533, *, *, , , *, , , , , , , , *, , , *, , 1.703
1128, GC05-066096, Hoya Corp. (J), , LaC14-697-555, *, *, , , *, , , , , , , , *, , , *, , 1.706
1129, GC05-066097, Hoya Corp. (J), , LaC15-697-561, *, *, , , *, , , , , , , , *, , , *, , 1.705
1130, GC04-066103, Hoya Corp. (J), , CF2-526-511, *, , , , , , , *, , *, , *, , , , , , 1.534
1131, GC04-066104, Hoya Corp. (J), , CF3-515-546, *, , , , , , , *, , *, , *, , , , , , 1.521
1132, GC04-066105, Hoya Corp. (J), , CF4-534-515, *, , , , , , , *, , *, , *, , , , , , 1.541
1133, GC04-066106, Hoya Corp. (J), , CF5-523-510, *, , , , , , , *, , *, , *, , , , , , 1.53
1134, GC04-066107, Hoya Corp. (J), , CF6-517-522, *, , , , , , , *, , *, , *, , , , , , 1.524
1135, GC05-066108, Hoya Corp. (J), , SbF1-551-495, *, *, *, , , , , , *, *, , , , , , , , 1.559
1136, GC05-066109, Hoya Corp. (J), , SbF2-529-516, *, *, *, , , , , , *, *, , , , , , , , 1.537
1137, GC05-066110, Hoya Corp. (J), , SbF5-521-528, *, *, *, , , , , , *, *, , , , , , , , 1.528
1138, GC04-066111, Hoya Corp. (J), , BaFL2-571-509, *, , , , , *, , *, *, *, , *, , , , , , 1.579
1139, GC04-066112, Hoya Corp. (J), , BaFL3-571-530, *, , , , , *, , *, *, *, , *, , , , , , 1.579
1140, GC04-066113, Hoya Corp. (J), , BaFL4-580-537, *, , , , , *, , *, *, *, , *, , , , , , 1.587
1141, GC04-066114, Hoya Corp. (J), , BaFL6-589-529, *, , , , , *, , *, *, *, , *, , , , , , 1.597
1142, GC04-066115, Hoya Corp. (J), , FEL1-548-458, *, , , , , , , *, *, , , *, , , , , , 1.557
1143, GC04-066116, Hoya Corp. (J), , FEL2-541-472, *, , , , , , , *, *, , , *, , , , , , 1.549
1144, GC04-066117, Hoya Corp. (J), , FEL3-560-471, *, , , , , , , *, *, , , *, , , , , , 1.568
1145, GC04-066118, Hoya Corp. (J), , FEL4-561-452, *, , , , , , , *, *, , , *, , , , , , 1.57
1146, GC04-066119, Hoya Corp. (J), , FEL6-532-488, *, , , , , , , *, *, , , *, , , , , , 1.539
1147, GC04-066120, Hoya Corp. (J), , FEL7-549-454, *, , , , , , , *, *, , , *, , , , , , 1.557
1148, GC04-066121, Hoya Corp. (J), , BaF2-570-494, *, , , , , *, , *, *, , , *, , , , , , 1.578
1149, GC04-066122, Hoya Corp. (J), , BaF3-583-465, *, , , , , *, , *, *, , , *, , , , , , 1.591
1150, GC04-066123, Hoya Corp. (J), , BaF4-606-439, *, , , , , *, , *, *, , , *, , , , , , 1.615
1151, GC04-066124, Hoya Corp. (J), , BaF5-607-493, *, , , , , *, , *, *, , , *, , , , , , 1.616
1152, GC04-066125, Hoya Corp. (J), , BaF6-589-485, *, , , , , *, , *, *, , , *, , , , , , 1.598
1153, GC04-066126, Hoya Corp. (J), , BaF7-608-462, *, , , , , *, , *, *, , , *, , , , , , 1.617
1154, GC04-066127, Hoya Corp. (J), , BaF8-624-471, *, , , , , *, , *, *, , , *, , , , , , 1.633
1155, GC04-066128, Hoya Corp. (J), , BaF9-643-479, *, , , , , *, , *, *, , , *, , , , , , 1.653
1156, GC04-066129, Hoya Corp. (J), , BaF10-670-472, *, , , , , *, , *, *, , , *, , , , , , 1.68
1157, GC04-066130, Hoya Corp. (J), , BaF11-667-483, *, , , , , *, , *, *, , , *, , , , , , 1.676
1158, GC04-066131, Hoya Corp. (J), , BaF12-639-451, *, , , , , *, , *, *, , , *, , , , , , 1.649
1159, GC04-066132, Hoya Corp. (J), , BaF13-669-449, *, , , , , *, , *, *, , , *, , , , , , 1.679
1160, GC04-066133, Hoya Corp. (J), , BaF20-686-439, *, , , , , *, , *, *, , , *, , , , , , 1.697
1161, GC04-066134, Hoya Corp. (J), , BaF21-664-489, *, , , , , *, , *, *, , , *, , , , , , 1.674
1162, GC04-066135, Hoya Corp. (J), , BaF22-683-447, *, , , , , *, , *, *, , , *, , , , , , 1.693
1163, GC04-066136, Hoya Corp. (J), , BaF23-652-449, *, , , , , *, , *, *, , , *, , , , , , 1.662
1164, GC04-066137, Hoya Corp. (J), , FL1-573-426, *, , , , , , , *, *, , , *, , , , , , 1.583
1165, GC04-066138, Hoya Corp. (J), , FL2-589-410, *, , , , , , , *, *, , , *, , , , , , 1.599
1166, GC04-066139, Hoya Corp. (J), , FL3-582-420, *, , , , , , , *, *, , , *, , , , , , 1.592
1167, GC04-066140, Hoya Corp. (J), , FL4-578-417, *, , , , , , , *, *, , , *, , , , , , 1.588
1168, GC04-066141, Hoya Corp. (J), , FL5-581-409, *, , , , , , , *, *, , , *, , , , , , 1.591
1169, GC04-066142, Hoya Corp. (J), , FL6-567-428, *, , , , , , , *, *, , , *, , , , , , 1.577
1170, GC04-066143, Hoya Corp. (J), , FL7-575-415, *, , , , , , , *, *, , , *, , , , , , 1.585
1171, GC04-066144, Hoya Corp. (J), , FL57-576-414, *, , , , , , , *, *, , , *, , , , , , 1.586
1172, GC04-066145, Hoya Corp. (J), , F1-626-357, *, , , , , , , *, *, , , *, , , , , , 1.638
1173, GC04-066146, Hoya Corp. (J), , F2-620-363, *, , , , , , , *, *, , , *, , , , , , 1.632
1174, GC04-066147, Hoya Corp. (J), , F3-613-370, *, , , , , , , *, *, , , *, , , , , , 1.625
1175, GC04-066148, Hoya Corp. (J), , F4-617-366, *, , , , , , , *, *, , , *, , , , , , 1.628
1176, GC04-066149, Hoya Corp. (J), , F5-603-380, *, , , , , , , *, *, , , *, , , , , , 1.615
1177, GC04-066150, Hoya Corp. (J), , F6-636-353, *, , , , , , , *, *, , , *, , , , , , 1.649
1178, GC04-066151, Hoya Corp. (J), , F7-625-356, *, , , , , , , *, *, , , *, , , , , , 1.638
1179, GC04-066152, Hoya Corp. (J), , F8-596-392, *, , , , , , , *, *, , , *, , , , , , 1.606
1180, GC04-066153, Hoya Corp. (J), , F9-620-381, *, , , , , , , *, *, , , *, , , , , , 1.632
1181, GC04-066154, Hoya Corp. (J), , F11-621-360, *, , , , , , , *, *, , , *, , , , , , 1.633
1182, GC04-066155, Hoya Corp. (J), , F15-606-379, *, , , , , , , *, *, , , *, , , , , , 1.617
1183, GC04-066156, Hoya Corp. (J), , BaFD1-626-391, *, , , , , *, , *, *, *, , *, , , , , , 1.637
1184, GC04-066157, Hoya Corp. (J), , BaFD2-664-359, *, , , , , *, , *, *, *, , *, , , , , , 1.678
1185, GC04-066158, Hoya Corp. (J), , BaFD3-607-404, *, , , , , *, , *, *, *, , *, , , , , , 1.618
1186, GC04-066159, Hoya Corp. (J), , BaFD4-651-383, *, , , , , *, , *, *, *, , *, , , , , , 1.663
1187, GC04-066160, Hoya Corp. (J), , BaFD5-603-424, *, , , , , *, , *, *, *, , *, , , , , , 1.613
1188, GC04-066161, Hoya Corp. (J), , BaFD6-668-419, *, , , , , *, , *, *, *, , *, , , , , , 1.679
1189, GC04-066162, Hoya Corp. (J), , BaFD7-702-412, *, , , , , *, , *, *, *, , *, , , , , , 1.714
1190, GC04-066163, Hoya Corp. (J), , BaFD8-723-380, *, , , , , *, , *, *, *, , *, , , , , , 1.737
1191, GC04-066164, Hoya Corp. (J), , BaFD10-650-393, *, , , , , *, , *, *, *, , *, , , , , , 1.662
1192, GC04-066165, Hoya Corp. (J), , BaFD14-700-349, *, , , , , *, , *, *, *, , *, , , , , , 1.714
1193, GC04-066166, Hoya Corp. (J), , BaFD15-702-402, *, , , , , *, , *, *, *, , *, , , , , , 1.714
1194, GC04-066167, Hoya Corp. (J), , BaFD16-600-425, *, , , , , *, , *, *, *, , *, , , , , , 1.61
1195, GC04-066168, Hoya Corp. (J), , FD1-717-295, *, , , , , , , *, *, , , *, , , , , , 1.735
1196, GC04-066169, Hoya Corp. (J), , FD2-648-338, *, , , , , , , *, *, , , *, , , , , , 1.661
1197, GC04-066170, Hoya Corp. (J), , FD3-740-282, *, , , , , , , *, *, , , *, , , , , , 1.759
1198, GC04-066171, Hoya Corp. (J), , FD4-755-275, *, , , , , , , *, *, , , *, , , , , , 1.775
1199, GC04-066172, Hoya Corp. (J), , FD5-673-322, *, , , , , , , *, *, , , *, , , , , , 1.688
1200, GC04-066173, Hoya Corp. (J), , FD6-805-255, *, , , , , , , *, *, , , *, , , , , , 1.828
1201, GC04-066174, Hoya Corp. (J), , FD7-640-346, *, , , , , , , *, *, , , *, , , , , , 1.653
1202, GC04-066175, Hoya Corp. (J), , FD8-689-312, *, , , , , , , *, *, , , *, , , , , , 1.705
1203, GC04-066176, Hoya Corp. (J), , FD9-654-337, *, , , , , , , *, *, , , *, , , , , , 1.668
1204, GC04-066177, Hoya Corp. (J), , FD10-728-283, *, , , , , , , *, *, , , *, , , , , , 1.747
1205, GC04-066178, Hoya Corp. (J), , FD11-785-257, *, , , , , , , *, *, , , *, , , , , , 1.807
1206, GC04-066179, Hoya Corp. (J), , FD12-648-338, *, , , , , , , *, *, , , *, , , , , , 1.662
1207, GC04-066180, Hoya Corp. (J), , FD13-741-278, *, , , , , , , *, *, , , *, , , , , , 1.76
1208, GC04-066181, Hoya Corp. (J), , FD14-762-266, *, , , , , , , *, *, , , *, , , , , , 1.782
1209, GC04-066182, Hoya Corp. (J), , FD15-699-301, *, , , , , , , *, *, , , *, , , , , , 1.715
1210, GC04-066183, Hoya Corp. (J), , FD18-722-292, *, , , , , , , *, *, , , *, , , , , , 1.739
1211, GC04-066184, Hoya Corp. (J), , FD19-667-331, *, , , , , , , *, *, , , *, , , , , , 1.681
1212, GC04-066185, Hoya Corp. (J), , FD20-720-293, *, , , , , , , *, *, , , *, , , , , , 1.738
1213, GC04-066186, Hoya Corp. (J), , FD41-751-277, *, , , , , , , *, *, , , *, , , , , , 1.77
1214, GC04-066187, Hoya Corp. (J), , FD60-805-255, *, , , , , , , *, *, , , *, , , , , , 1.828
1215, GC04-066188, Hoya Corp. (J), , FD110-785-257, *, , , , , , , *, *, , , *, , , , , , 1.806
1216, GC04-066189, Hoya Corp. (J), , FD140-762-266, *, , , , , , , *, *, , , *, , , , , , 1.782
1217, GC04-066197, Hoya Corp. (J), , FF1-511-510, *, *, *, , , , , *, , , , *, , *, , , , 1.518
1218, GC04-066198, Hoya Corp. (J), , FF2-533-459, *, *, *, , , , , *, , , , *, , *, , , , 1.541
1219, GC04-066199, Hoya Corp. (J), , FF5-593-355, *, *, *, , , , , *, , , , *, , *, , , , 1.605
1220, GC05-066208, Hoya Corp. (J), , LaF2-744-449, *, *, , , *, *, , , , *, , *, *, , , *, , 1.756
1221, GC05-066209, Hoya Corp. (J), , LaF3-717-480, *, *, , , *, *, , , , *, , *, *, , , *, , 1.727
1222, GC05-066210, Hoya Corp. (J), , LaF7-750-350, *, *, , , *, *, , , , *, , *, *, , , *, , 1.765
1223, GC05-066211, Hoya Corp. (J), , LaF20-744-449, *, *, , , *, *, , , , *, , *, *, , , *, , 1.756
1224, GC05-066212, Hoya Corp. (J), , LaF30-717-480, *, *, , , *, *, , , , *, , *, *, , , *, , 1.727
1225, GC04-066213, Hoya Corp. (J), , NbF1-743-492, *, , , , , , , *, *, , , *, , , , , , 1.754
1226, GC04-066214, Hoya Corp. (J), , NbF2-757-477, *, , , , , , , *, *, , , *, , , , , , 1.768
1227, GC04-066215, Hoya Corp. (J), , NbF3-735-498, *, , , , , , , *, *, , , *, , , , , , 1.745
1228, GC04-066216, Hoya Corp. (J), , TaF1-773-496, *, , , , , , , *, *, , , *, , , , , , 1.783
1229, GC04-066217, Hoya Corp. (J), , TaF2-795-454, *, , , , , , , *, *, , , *, , , , , , 1.807
1230, GC04-066218, Hoya Corp. (J), , TaF3-804-465, *, , , , , , , *, *, , , *, , , , , , 1.816
1231, GC04-066219, Hoya Corp. (J), , TaF4-788-475, *, , , , , , , *, *, , , *, , , , , , 1.8
1232, GC04-066220, Hoya Corp. (J), , TaF5-816-466, *, , , , , , , *, *, , , *, , , , , , 1.828
1233, GC04-066221, Hoya Corp. (J), , NbFD1-789-428, *, , , , , , , *, *, , , *, , , , , , 1.802
1234, GC04-066222, Hoya Corp. (J), , NbFD2-797-411, *, , , , , , , *, *, , , *, , , , , , 1.811
1235, GC04-066223, Hoya Corp. (J), , NbFD3-805-396, *, , , , , , , *, *, , , *, , , , , , 1.819
1236, GC04-066224, Hoya Corp. (J), , NbFD5-762-403, *, , , , , , , *, *, , , *, , , , , , 1.775
1237, GC04-066225, Hoya Corp. (J), , NbFD6-757-363, *, , , , , , , *, *, , , *, , , , , , 1.771
1238, GC04-066226, Hoya Corp. (J), , NbFD7-783-361, *, , , , , , , *, *, , , *, , , , , , 1.798
1239, GC04-066227, Hoya Corp. (J), , NbFD8-807-355, *, , , , , , , *, *, , , *, , , , , , 1.823
1240, GC04-066228, Hoya Corp. (J), , NbFD9-757-318, *, , , , , , , *, *, , , *, , , , , , 1.774
1241, GC04-066229, Hoya Corp. (J), , NbFD10-834-373, *, , , , , , , *, *, , , *, , , , , , 1.85
1242, GC04-066230, Hoya Corp. (J), , NbFD11-786-439, *, , , , , , , *, *, , , *, , , , , , 1.798
1243, GC04-066231, Hoya Corp. (J), , NbFD12-800-423, *, , , , , , , *, *, , , *, , , , , , 1.813
1244, GC04-066232, Hoya Corp. (J), , NbFD13-806-407, *, , , , , , , *, *, , , *, , , , , , 1.82
1245, GC04-066233, Hoya Corp. (J), , NbFD14-802-443, *, , , , , , , *, *, , , *, , , , , , 1.814
1246, GC04-066234, Hoya Corp. (J), , NbFD15-806-333, *, , , , , , , *, *, , , *, , , , , , 1.823
1247, GC04-066235, Hoya Corp. (J), , NbFD40-829-365, *, , , , , , , *, *, , , *, , , , , , 1.845
1248, GC04-066236, Hoya Corp. (J), , TaFD5-835-430, *, , , , , , , *, *, , , *, , , , , , 1.849
1249, GC04-066237, Hoya Corp. (J), , TaFD6-848-430, *, , , , , , , *, *, , , *, , , , , , 1.861
1250, GC04-066238, Hoya Corp. (J), , TaFD9-850-322, *, , , , , , , *, *, , , *, , , , , , 1.869
1251, GC04-066239, Hoya Corp. (J), , TaFD10-816-445, *, , , , , , , *, *, , , *, , , , , , 1.828
1252, GC04-066240, Hoya Corp. (J), , TaFD13-855-366, *, , , , , , , *, *, , , *, , , , , , 1.872
1253, GC04-066241, Hoya Corp. (J), , TaFD17-878-382, *, , , , , , , *, *, , , *, , , , , , 1.894
1254, GC04-066242, Hoya Corp. (J), , TaFD20-903-298, *, , , , , , , *, *, , , *, , , , , , 1.925
1255, GC04-066243, Hoya Corp. (J), , TaFD21-933-279, *, , , , , , , *, *, , , *, , , , , , 1.956
1256, GC04-066244, Hoya Corp. (J), , TaFD30-883-408, *, , , , , , , *, *, , , *, , , , , , 1.898
1257, GC04-066245, Hoya Corp. (J), , TaFD31-922-360, *, , , , , , , *, *, , , *, , , , , , 1.941
1258, GC04-066246, Hoya Corp. (J), , TaFD43-003-235, *, , , , , , , *, *, , , *, , , , , , 2.033
1259, GB27-066454, Handbook of Glass Data, 1985, v. 00B  p. 0642, , , , , , , , , , , , 15.0, , , , , , 1.887
1260, GB27-066455, Handbook of Glass Data, 1985, v. 00B  p. 0642, , , , , , , , , , , , 20.0, , , , , , 1.916
1261, GB40-066591, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , 20.0, , , , , , , , , , , 2.091
1262, GB40-066592, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , 23.0, , , , , , , , , , , 2.06
1263, GB40-066593, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , 26.0, , , , , , , , , , , 2.027
1264, GB40-066595, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , , 10.0, , , , , , , , , , 2.142
1265, GB40-066596, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , , 13.0, , , , , , , , , , 2.117
1266, GB40-066597, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , , 15.0, , , , , , , , , , 2.102
1267, GB40-066598, Handbook of Glass Data, 1985, v. 00B  p. 0676, , , , , , , , 16.7, , , , , , , , , , 2.082
1268, GB40-066599, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , 18.0, , , , , , , , , , 2.066
1269, GB40-066600, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , 19.0, , , , , , , , , , 2.054
1270, GB40-066601, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , 20.0, , , , , , , , , , 2.043
1271, GB40-066602, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , 21.0, , , , , , , , , , 2.025
1272, GB40-066607, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 9.15, , , , , , , , , 2.124
1273, GB40-066608, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 11.57, , , , , , , , , 2.091
1274, GB40-066609, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 12.89, , , , , , , , , 2.074
1275, GB40-066610, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 13.0, , , , , , , , , 2.069
1276, GB40-066611, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 14.73, , , , , , , , , 2.043
1277, GB40-066612, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 16.0, , , , , , , , , 2.024
1278, GB40-066613, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 17.55, , , , , , , , , 2.007
1279, GB40-066614, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , 20.0, , , , , , , , , 1.971
1280, GB40-066615, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 2.047
1281, GB40-066616, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 2.018
1282, GB40-066617, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 2.004
1283, GB40-066618, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 2.072
1284, GB40-066619, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 2.053
1285, GB40-066620, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 1.993
1286, GB40-066622, Handbook of Glass Data, 1985, v. 00B  p. 0677, , , , , , , , , , , , , , , , , , 1.945
1287, GC04-071555, Corning Inc. (US), 1985, FD-C26-36, *, , , , , , , *, *, , , *, , , , , , 1.638
1288, GC04-071556, Corning Inc. (US), 1985, FD-C37-35, *, , , , , , , *, *, , , *, , , , , , 1.649
1289, GC03-071557, Corning Inc. (US), 1985, BCD-C39-56, *, *, *, , , *, , , , *, , , , , , , , 1.647
1290, GC05-071558, Corning Inc. (US), 1985, BCS-C41-60, *, *, , , *, , , , , , , , *, , , *, , 1.648
1291, GC04-071560, Corning Inc. (US), 1985, FDD-C48-34, *, , , , , , , *, *, , , *, , , , , , 1.662
1292, GC04-071562, Corning Inc. (US), 1985, FBD-C51-39, *, , , , , *, , *, *, *, , *, , , , , , 1.662
1293, GC05-071563, Corning Inc. (US), 1985, BCS-C51-56, *, *, , , *, , , , , , , , *, , , *, , 1.659
1294, GC05-071564, Corning Inc. (US), 1985, BCS-C52-58, *, *, , , *, , , , , , , , *, , , *, , 1.659
1295, GC05-071566, Corning Inc. (US), 1985, BCS-C57-57, *, *, , , *, , , , , , , , *, , , *, , 1.666
1296, GC03-071567, Corning Inc. (US), 1985, BCDD-C58-51, *, *, *, , , *, , , , *, , *, , , , , , 1.668
1297, GC04-071568, Corning Inc. (US), 1985, FDD-C67-33, *, , , , , , , *, *, , , *, , , , , , 1.681
1298, GC04-071569, Corning Inc. (US), 1985, FB-C67-48, *, , , , , *, , *, *, , , *, , , , , , 1.676
1299, GC04-071570, Corning Inc. (US), 1985, FB-C70-47, *, , , , , *, , *, *, , , *, , , , , , 1.68
1300, GC04-071571, Corning Inc. (US), 1985, FeD-C72-32, *, , , , , , , *, *, , , *, , , , , , 1.687
1301, GC05-071572, Corning Inc. (US), 1985, BCS-C78-56, *, *, , , *, , , , , , , , *, , , *, , 1.687
1302, GC04-071573, Corning Inc. (US), 1985, FeD-C89-31, *, , , , , , , *, *, , , *, , , , , , 1.705
1303, GC05-071574, Corning Inc. (US), 1985, FBS-C90-50, *, *, , , *, *, , , , *, , *, *, , , *, , 1.699
1304, GC05-071575, Corning Inc. (US), 1985, BCS-C90-55, *, *, , , *, , , , , , , , *, , , *, , 1.7
1305, GC05-071577, Corning Inc. (US), 1985, BCS-C97-55, *, *, , , *, , , , , , , , *, , , *, , 1.706
1306, GC04-071579, Corning Inc. (US), 1985, FeD-C99-30, *, , , , , , , *, *, , , *, , , , , , 1.715
1307, GC04-071580, Corning Inc. (US), 1985, FBD-D01-41, *, , , , , *, , *, *, *, , *, , , , , , 1.714
1308, GC05-071581, Corning Inc. (US), 1985, BCS-D13-54, *, *, , , *, , , , , , , , *, , , *, , 1.722
1309, GC04-071582, Corning Inc. (US), 1985, FeD-D17-29, *, , , , , , , *, *, , , *, , , , , , 1.735
1310, GC05-071583, Corning Inc. (US), 1985, FBS-D17-48L, *, *, , , *, *, , , , *, , *, *, , , *, , 1.727
1311, GC05-071584, Corning Inc. (US), 1985, BCS-D20-50, *, *, , , *, , , , , , , , *, , , *, , 1.73
1312, GC04-071585, Corning Inc. (US), 1985, FBD-D23-38, *, , , , , *, , *, *, *, , *, , , , , , 1.737
1313, GC04-071586, Corning Inc. (US), 1985, FeD-D28-28, *, , , , , , , *, *, , , *, , , , , , 1.747
1314, GC05-071589, Corning Inc. (US), 1985, BCS-D34-51, *, *, , , *, , , , , , , , *, , , *, , 1.743
1315, GC04-071590, Corning Inc. (US), 1985, FeD-D40-28, *, , , , , , , *, *, , , *, , , , , , 1.759
1316, GC05-071591, Corning Inc. (US), 1985, FBS-D44-45, *, *, , , *, *, , , , *, , *, *, , , *, , 1.756
1317, GC04-071592, Corning Inc. (US), 1985, FeD-D56-27, *, , , , , , , *, *, , , *, , , , , , 1.775
1318, GC04-071593, Corning Inc. (US), 1985, FeD-D62-27, *, , , , , , , *, *, , , *, , , , , , 1.782
1319, GC04-071594, Corning Inc. (US), 1985, FeD-D85-25, *, , , , , , , *, *, , , *, , , , , , 1.806
1320, GC04-071595, Corning Inc. (US), 1985, FeD-D85-26, *, , , , , , , *, *, , , *, , , , , , 1.807
1321, GC05-071596, Corning Inc. (US), 1985, FBS-D88-47, *, *, , , *, *, , , , *, , *, *, , , *, , 1.8
1322, GC05-071599, Corning Inc. (US), 1985, FBS-E03-47, *, *, , , , *, , , , *, , , *, , , *, , 1.815
1323, GC04-071600, Corning Inc. (US), 1985, FeD-E05-25, *, , , , , , , *, *, , , *, , , , , , 1.828
1324, GC05-071603, Corning Inc. (US), 1985, FBS-E78-38, *, *, , , , *, , , , *, , , *, , , *, , 1.894
