Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 656.3nm C,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 656.3nm C
1954, GB10-131377, Handbook of Glass Data, 1991, v. 00D  p. 0088, , 60.0, 10.0, , , , , 30.0, , , , , , , , , , 1.508
1955, GB10-131378, Handbook of Glass Data, 1991, v. 00D  p. 0088, , 50.0, 20.0, , , , , 30.0, , , , , , , , , , 1.505
1956, GB10-131379, Handbook of Glass Data, 1991, v. 00D  p. 0088, , 45.0, 25.0, , , , , 30.0, , , , , , , , , , 1.504
1957, GB10-131380, Handbook of Glass Data, 1991, v. 00D  p. 0088, , 45.0, 20.0, , , , , 35.0, , , , , , , , , , 1.511
1958, GB10-131381, Handbook of Glass Data, 1991, v. 00D  p. 0088, , 35.0, 20.0, , , , , 45.0, , , , , , , , , , 1.519
1959, GB10-131692, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 70.0, , , , , 20.0, , , , , , , , , , , 1.591
1960, GB10-131693, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 65.0, , , , , 30.0, , , , , , , , , , , 1.584
1961, GB10-131694, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 60.0, , , , , 30.0, , , , , , , , , , , 1.619
1962, GB10-131695, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 60.0, , , , , , 35.0, , , , , , 5.0, , , , 1.547
1963, GB10-131696, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 55.0, , , , , , 35.0, , , , , , 10.0, , , , 1.577
1964, GB10-131697, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 50.0, , , , , , 35.0, , , , , , 15.0, , , , 1.6
1965, GB10-131698, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 45.0, , , , , , 35.0, , , , , , 20.0, , , , 1.641
1966, GB10-131699, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 65.0, , , , , , 30.0, , , , , , , , 5.0, , 1.538
1967, GB10-131700, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 60.0, , , , , , 30.0, , , , , , , , 10.0, , 1.551
1968, GB10-131701, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 55.0, , , , , , 30.0, , , , , , , , 15.0, , 1.571
1969, GB10-131702, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 65.0, , , , , , , 30.0, , , , , 5.0, , , , 1.526
1970, GB10-131703, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 60.0, , , , , , , 30.0, , , , , 10.0, , , , 1.558
1971, GB10-131704, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 55.0, , , , , , , 30.0, , , , , 15.0, , , , 1.589
1972, GB10-131705, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 50.0, , , , , , , 30.0, , , , , 20.0, , , , 1.62
1973, GB10-131706, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 70.0, , , , , , , 25.0, , , , , , , 5.0, , 1.506
1974, GB10-131707, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 65.0, , , , , , , 25.0, , , , , , , 10.0, , 1.524
1975, GB10-131708, Handbook of Glass Data, 1991, v. 00D  p. 0114, , 60.0, , , , , , , 25.0, , , , , , , 15.0, , 1.541
1976, GB10-131937, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 65.0, , , , , 30.0, , , , , , , , , , , 1.61
1977, GB10-131938, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 65.0, , , , , 25.0, , , , , , , , , , , 1.644
1978, GB10-131939, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 60.0, , , , , 30.0, , , , , , , , , , , 1.659
1979, GB10-131940, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 55.0, , , , , 30.0, , , , , , , , , , , 1.723
1980, GB10-131941, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 55.0, , , , , 35.0, , , , , , , , , , , 1.673
1981, GB10-131942, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 50.0, , , , , 40.0, , , , , , , , , , , 1.685
1982, GB10-131943, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 65.0, , , , , , 30.0, , , , , , , , , , 1.569
1983, GB10-131944, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 60.0, , , , , , 30.0, , , , , , , , , , 1.626
1984, GB10-131945, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 65.0, , , , , , , 30.0, , , , , , , , , 1.556
1985, GB10-131946, Handbook of Glass Data, 1991, v. 00D  p. 0134, , 60.0, , , , , , , 30.0, , , , , , , , , 1.601
1986, GB10-132058, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 70.0, , , , , 25.0, , , , , , , , , , , 1.558
1987, GB10-132059, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 65.0, , , , , 25.0, , , , , , , , , , , 1.577
1988, GB10-132060, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 60.0, , , , , 25.0, , , , , , , , , , , 1.608
1989, GB10-132061, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 70.0, , , , , , 25.0, , , , , , , , , , 1.529
1990, GB10-132062, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 65.0, , , , , , 25.0, , , , , , , , , , 1.545
1991, GB10-132063, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 60.0, , , , , , 25.0, , , , , , , , , , 1.571
1992, GB10-132064, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 55.0, , , , , , 25.0, , , , , , , , , , 1.592
1993, GB10-132065, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 50.0, , , , , , 25.0, , , , , , , , , , 1.604
1994, GB10-132066, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 45.0, , , , , , 25.0, , , , , , , , , , 1.642
1995, GB10-132067, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 75.0, , , , , , , 20.0, , , , , , , , , 1.507
1996, GB10-132068, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 70.0, , , , , , , 20.0, , , , , , , , , 1.528
1997, GB10-132069, Handbook of Glass Data, 1991, v. 00D  p. 0156, , 65.0, , , , , , , 20.0, , , , , , , , , 1.545
1998, GB10-132266, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 30.0, , , , , , , , , , , , , , 1.558
1999, GB10-132267, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 45.0, , 30.0, , , , , , , , , , , , , , 1.563
2000, GB10-132268, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , 30.0, , , , , , , , , , , , , , 1.569
2001, GB10-132269, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 35.0, , 30.0, , , , , , , , , , , , , , 1.572
2002, GB10-132270, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 40.0, , , , , , , , , , , , , , 1.567
2003, GB10-132271, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , , 30.0, , , , , , , , , , , , , 1.592
2004, GB10-132272, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , 30.0, , , , , , , , , , , , , 1.601
2005, GB10-132273, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , , 30.0, , , , , , , , , , , , , 1.611
2006, GB10-132274, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 30.0, , , 30.0, , , , , , , , , , , , , 1.613
2007, GB10-132275, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , , , , , , , 25.0, , , , , , , 1.596
2008, GB10-132276, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 45.0, , , , , , , , , 30.0, , , , , , , 1.615
2009, GB10-132277, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , , , , , , , , 35.0, , , , , , , 1.61
2010, GB10-132278, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , , , , , , , 35.0, , , , , , , 1.617
2011, GB10-132279, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , , , , , , , , 35.0, , , , , , , 1.63
2012, GB10-132280, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 30.0, , , , , , , , , 35.0, , , , , , , 1.634
2013, GB10-132281, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 35.0, , , , , , , , , 40.0, , , , , , , 1.643
2014, GB10-132282, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 30.0, , , , , , , , , 45.0, , , , , , , 1.652
2015, GB10-132283, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , , , 15.0, , , , , , , , , , , , 1.567
2016, GB10-132284, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 45.0, , , , 25.0, , , , , , , , , , , , 1.615
2017, GB10-132285, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , , , 30.0, , , , , , , , , , , , 1.617
2018, GB10-132286, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , , 30.0, , , , , , , , , , , , 1.626
2019, GB10-132287, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , , , 30.0, , , , , , , , , , , , 1.634
2020, GB10-132288, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , 35.0, 10.0, , , , , , , , , , , , , 1.58
2021, GB10-132289, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , 25.0, 20.0, , , , , , , , , , , , , 1.594
2022, GB10-132290, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 10.0, 30.0, , , , , , , , , , , , , 1.598
2023, GB10-132291, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 20.0, 30.0, , , , , , , , , , , , , 1.608
2024, GB10-132292, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 45.0, , 25.0, 30.0, , , , , , , , , , , , , 1.616
2025, GB10-132293, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 30.0, , , , , , , 10.0, , , , , , , 1.573
2026, GB10-132294, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 20.0, , , , , , , 20.0, , , , , , , 1.591
2027, GB10-132295, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 30.0, , , , , , , 20.0, , , , , , , 1.605
2028, GB10-132296, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 10.0, , , , , , , 30.0, , , , , , , 1.609
2029, GB10-132297, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 20.0, , , , , , , 30.0, , , , , , , 1.618
2030, GB10-132298, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , 30.0, , , , , , , 30.0, , , , , , , 1.624
2031, GB10-132299, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 30.0, , 10.0, , , , , , , , , , , , 1.583
2032, GB10-132300, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 20.0, , 20.0, , , , , , , , , , , , 1.603
2033, GB10-132301, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 30.0, , 20.0, , , , , , , , , , , , 1.615
2034, GB10-132302, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , 5.0, , 30.0, , , , , , , , , , , , 1.617
2035, GB10-132303, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 60.0, , 10.0, , 30.0, , , , , , , , , , , , 1.62
2036, GB10-132304, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , 15.0, , 30.0, , , , , , , , , , , , 1.63
2037, GB10-132305, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , 20.0, , 30.0, , , , , , , , , , , , 1.632
2038, GB10-132306, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 40.0, , 30.0, , 30.0, , , , , , , , , , , , 1.645
2039, GB10-132307, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 30.0, , 40.0, , 30.0, , , , , , , , , , , , 1.65
2040, GB10-132308, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 68.18, , , 22.73, 9.09, , , , , , , , , , , , 1.606
2041, GB10-132309, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 75.0, , , 5.0, 20.0, , , , , , , , , , , , 1.581
2042, GB10-132310, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , , 15.0, 20.0, , , , , , , , , , , , 1.616
2043, GB10-132311, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 55.0, , , 25.0, 20.0, , , , , , , , , , , , 1.637
2044, GB10-132312, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 50.0, , , 30.0, 20.0, , , , , , , , , , , , 1.641
2045, GB10-132313, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 65.0, , , 10.0, 25.0, , , , , , , , , , , , 1.618
2046, GB10-132314, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 70.0, , , , 10.0, , , , , 20.0, , , , , , , 1.595
2047, GB10-132315, Handbook of Glass Data, 1991, v. 00D  p. 0173, , 70.0, , , , 20.0, , , , , 10.0, , , , , , , 1.6
2048, GB10-133053, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 20.0, , , , , , , , , , , , , , , 1.564
2049, GB10-133054, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 20.0, , , , , , , , , , , , , , , 1.575
2050, GB10-133055, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , , , , , , , , , 20.0, , , , , 1.703
2051, GB10-133056, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , , , , , , , , , , 15.0, , , , , 1.683
2052, GB10-133057, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , , , , , , , , , , 15.0, , , , , 1.688
2053, GB10-133058, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , , , , , , , , , 15.0, , , , , 1.693
2054, GB10-133059, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 15.0, 20.0, , , , , , , , , , , , , , 1.535
2055, GB10-133060, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, 10.0, 30.0, , , , , , , , , , , , , , 1.549
2056, GB10-133061, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, 30.0, , , , , , , , , , , , , , 1.555
2057, GB10-133062, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 20.0, 30.0, , , , , , , , , , , , , , 1.561
2058, GB10-133063, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 5.0, 40.0, , , , , , , , , , , , , , 1.563
2059, GB10-133064, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, 40.0, , , , , , , , , , , , , , 1.567
2060, GB10-133065, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 15.0, 40.0, , , , , , , , , , , , , , 1.571
2061, GB10-133066, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , 15.0, , , , , , , , , 15.0, , , , , 1.679
2062, GB10-133067, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , 20.0, , , , , , , , , 15.0, , , , , 1.689
2063, GB10-133068, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , 25.0, , , , , , , , , 15.0, , , , , 1.697
2064, GB10-133069, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , 30.0, , , , , , , , , 15.0, , , , , 1.701
2065, GB10-133070, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , 35.0, , , , , , , , , 15.0, , , , , 1.706
2066, GB10-133071, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 15.0, , 20.0, , , , , , , , , , , , , 1.548
2067, GB10-133072, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, , 30.0, , , , , , , , , , , , , 1.58
2068, GB10-133073, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 25.0, , 30.0, , , , , , , , , , , , , 1.579
2069, GB10-133074, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 15.0, , 40.0, , , , , , , , , , , , , 1.604
2070, GB10-133075, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 25.0, , 40.0, , , , , , , , , , , , , 1.603
2071, GB10-133076, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 15.0, , 50.0, , , , , , , , , , , , , 1.626
2072, GB10-133077, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 25.0, 25.0, , 50.0, , , , , , , , , , , , , 1.624
2073, GB10-133078, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 15.0, 25.0, , 60.0, , , , , , , , , , , , , 1.637
2074, GB10-133079, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , 20.0, , , , , , , , 10.0, , , , , 1.653
2075, GB10-133080, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , , 30.0, , , , , , , , 10.0, , , , , 1.679
2076, GB10-133081, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , 40.0, , , , , , , , 10.0, , , , , 1.693
2077, GB10-133082, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 15.0, , , , , , , , 35.0, , , , , , , 1.596
2078, GB10-133083, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 20.0, , , , , , , , 35.0, , , , , , , 1.596
2079, GB10-133084, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 25.0, , , , , , , , 35.0, , , , , , , 1.592
2080, GB10-133085, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, , , , , , , , 40.0, , , , , , , 1.612
2081, GB10-133086, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 15.0, , , , , , , , 45.0, , , , , , , 1.621
2082, GB10-133087, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 35.0, 15.0, , , , , , , , 50.0, , , , , , , 1.63
2083, GB10-133088, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 30.0, 15.0, , , , , , , , 55.0, , , , , , , 1.635
2084, GB10-133089, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 75.0, , , , , , , , , 15.0, , 10.0, , , , , 1.641
2085, GB10-133090, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, , , , , , , , , 25.0, , 10.0, , , , , 1.671
2086, GB10-133091, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, , , , , , , , , 35.0, , 10.0, , , , , 1.687
2087, GB10-133092, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, 10.0, , , 20.0, , , , , , , , , , , , 1.557
2088, GB10-133093, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 65.0, 5.0, , , 30.0, , , , , , , , , , , , 1.602
2089, GB10-133094, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, 10.0, , , 30.0, , , , , , , , , , , , 1.599
2090, GB10-133095, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 55.0, 15.0, , , 30.0, , , , , , , , , , , , 1.597
2091, GB10-133096, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 20.0, , , 30.0, , , , , , , , , , , , 1.593
2092, GB10-133097, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, 10.0, , , 40.0, , , , , , , , , , , , 1.636
2093, GB10-133098, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 45.0, 10.0, , , 45.0, , , , , , , , , , , , 1.646
2094, GB10-133099, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 40.0, 10.0, , , 50.0, , , , , , , , , , , , 1.656
2095, GB10-133100, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 70.0, , , , 20.0, , , , , , , 10.0, , , , , 1.661
2096, GB10-133101, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 60.0, , , , 30.0, , , , , , , 10.0, , , , , 1.69
2097, GB10-133102, Handbook of Glass Data, 1991, v. 00D  p. 0226, , 50.0, , , , 40.0, , , , , , , 10.0, , , , , 1.704
2098, GB10-133246, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 70.0, , , , 25.0, , , , , , , 5.0, , , , , 1.643
2099, GB10-133247, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 65.0, , , , 30.0, , , , , , , 5.0, , , , , 1.656
2100, GB10-133248, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 45.0, , , , , , , , 50.0, , , 5.0, , , , , 1.69
2101, GB10-133249, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 55.0, , , , , , , , 40.0, , , 5.0, , , , , 1.672
2102, GB10-133250, Handbook of Glass Data, 1991, v. 00D  p. 0231, , 50.0, , , , , , , , 40.0, , , 10.0, , , , , 1.715
2103, GB10-133310, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 75.0, , , , 20.0, , , , , , , 5.0, , , , , 1.601
2104, GB10-133311, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 80.0, , , , 10.0, , , , , , , 10.0, , , , , 1.652
2105, GB10-133312, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 55.0, , , , 35.0, , , , , , , 10.0, , , , , 1.672
2106, GB10-133313, Handbook of Glass Data, 1991, v. 00D  p. 0234, , 75.0, , , , 5.0, , , , , , , 20.0, , , , , 1.674
2107, GB10-133880, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , 5.0, , , , 1.629
2108, GB10-133881, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , 10.0, , , , 1.665
2109, GB10-133882, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , 15.0, , , , 1.69
2110, GB10-133883, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , , , 5.0, , 1.618
2111, GB10-133884, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , , , 10.0, , 1.647
2112, GB10-133885, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , , , 15.0, , 1.667
2113, GB10-133886, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , 35.0, , , , , , , , , , , , , 1.672
2114, GB10-133887, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , 35.0, , , , , , , , , , , , , 1.635
2115, GB10-133888, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , 35.0, , , , , , , , , , , , , 1.666
2116, GB10-133889, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 35.0, , , 5.0, , , , 1.637
2117, GB10-133890, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 35.0, , , 10.0, , , , 1.671
2118, GB10-133891, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , , , , , , 35.0, , , 15.0, , , , 1.707
2119, GB10-133892, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 45.0, , , , , , , , , 35.0, , , 20.0, , , , 1.736
2120, GB10-133893, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 40.0, , , , , , , , , 35.0, , , 25.0, , , , 1.775
2121, GB10-133894, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 30.0, , , , , 10.0, , 1.634
2122, GB10-133895, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 40.0, , , , , 5.0, , 1.641
2123, GB10-133896, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , , , , , , 40.0, , , , , 10.0, , 1.665
2124, GB10-133897, Handbook of Glass Data, 1991, v. 00D  p. 0298, , , , , , , , , , , , , , , , , , 1.671
2125, GB10-133898, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , , , , , , 30.0, , , , , , , 1.628
2126, GB10-133899, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , , , , , , 30.0, , , , , , , 1.661
2127, GB10-133900, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , , , , , , 35.0, , , , , , , 1.674
2128, GB10-133901, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 65.0, , , , 30.0, , , , , , , , 5.0, , , , 1.637
2129, GB10-133902, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 60.0, , , , 30.0, , , , , , , , 10.0, , , , 1.665
2130, GB10-133903, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 55.0, , , , 30.0, , , , , , , , 15.0, , , , 1.704
2131, GB10-133904, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 50.0, , , , 30.0, , , , , , , , 20.0, , , , 1.733
2132, GB10-133905, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 45.0, , , , 30.0, , , , , , , , 25.0, , , , 1.773
2133, GB10-133906, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 40.0, , , , 40.0, , , , , , , , 20.0, , , , 1.768
2134, GB10-133907, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 30.0, , , , 40.0, , , , , , , , 30.0, , , , 1.833
2135, GB10-133908, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 25.0, , , , 40.0, , , , , , , , 35.0, , , , 1.871
2136, GB10-133909, Handbook of Glass Data, 1991, v. 00D  p. 0298, , 20.0, , , , 40.0, , , , , , , , 40.0, , , , 1.899
